Mod:Item:MetaData, Localized Name
ic2:blockwall:13, Construction Foam Wall
ic2:blockwall:14, Construction Foam Wall
ic2:blockwall:15, Construction Foam Wall
ic2:blockwool:0, Construction Foam Wool
ic2:blockwool:1, Construction Foam Wool
ic2:blockwool:2, Construction Foam Wool
ic2:blockwool:3, Construction Foam Wool
ic2:blockwool:4, Construction Foam Wool
ic2:blockwool:5, Construction Foam Wool
ic2:blockwool:6, Construction Foam Wool
ic2:blockwool:7, Construction Foam Wool
ic2:blockwool:8, Construction Foam Wool
ic2:blockwool:9, Construction Foam Wool
ic2:blockwool:10, Construction Foam Wool
ic2:blockwool:11, Construction Foam Wool
ic2:blockwool:12, Construction Foam Wool
ic2:blockwool:13, Construction Foam Wool
ic2:blockwool:14, Construction Foam Wool
ic2:blockwool:15, Construction Foam Wool
ic2:blockpixelfoam:0, Pixel Foam
ic2:blockpixelfoam:1, Pixel Foam
ic2:blockpixelfoam:2, Pixel Foam
ic2:blockpixelfoam:4, Pixel Foam
ic2:blockpixelfoam:5, Pixel Foam
ic2:blockpixelfoam:7, Pixel Foam
ic2:blockpixelfoam:8, Pixel Foam
ic2:blockpixelfoam:9, Pixel Foam
ic2:blockpixelfoam:10, Pixel Foam
ic2:blockpixelfoam:11, Pixel Foam
ic2:blockpixelfoam:12, Pixel Foam
ic2:blockpixelfoam:13, Pixel Foam
ic2:blockpixelfoam:15, Pixel Foam
ic2:blockwalltextured, Textured Wall
ic2:blockharz, Resin Sheet
ic2:blockrubber, Rubber Sheet
ic2:blockpersonal:0, Trade-O-Mat
ic2:blockpersonal:1, Fluid-O-Mat
ic2:blockpersonal:2, Energy-O-Mat
ic2:blockpersonal:3, Personal Safe
ic2:blockpersonal:4, Personal Tank
ic2:blockpersonal:5, Personal Batbox
ic2:blockpersonal:5, Personal MFE
ic2:blockpersonal:5, Personal MFSU
ic2:blockpersonal:8, Iridium Stone
ic2:blockgenerator:0, Generator
ic2:blockgenerator:1, Geothermal Generator
ic2:blockgenerator:2, Water Mill
ic2:blockgenerator:3, Solar Panel
ic2:blockgenerator:4, Wind Mill
ic2:blockgenerator:5, Nuclear Reactor
ic2:blockgenerator:6, Steam Reactor
ic2:blockgenerator:7, Basic Steam Turbine
ic2:blockgenerator:8, Thermal Generator
ic2:blockgenerator:9, Solar Turbine
ic2:blockgenerator:10, Liquid Fuel Generator
ic2:blockgenerator:11, Slag Generator
ic2:blockgenerator:12, Wave Generator
ic2:blockgenerator:13, Ocean Generator
ic2:blockgenerator:14, Fuel Boiler
ic2:blockcompactedgenerator:0, Low Voltage Solar Panel (LV)
ic2:blockcompactedgenerator:1, Medium Voltage Solar Panel (MV)
ic2:blockcompactedgenerator:2, High Voltage Solar Panel (HV)
ic2:blockcompactedgenerator:3, Low Voltage Water Mill (LV)
ic2:blockcompactedgenerator:4, Medium Voltage Water Mill (MV)
ic2:blockcompactedgenerator:5, High Voltage Water Mill (HV)
ic2:blockcompactedgenerator:6, Small Electric Flux Generator (LV)
ic2:blockcompactedgenerator:7, Medium Electric Flux Generator (MV)
ic2:blockcompactedgenerator:8, Big Electric Flux Generator (HV)
ic2:blockchambers:0, Reactor Chamber
ic2:blockchambers:1, Steam Reactor Chamber
ic2:blockelectric:0, BatBox
ic2:blockelectric:1, MFE
ic2:blockelectric:2, MFSU
ic2:blockelectric:3, Battery Station
ic2:blockelectric:4, Creative EnergyStorage
ic2:blockelectric:5, PESU
ic2:blockelectric:8, LV-Transformer
ic2:blockelectric:9, MV-Transformer
ic2:blockelectric:10, HV-Transformer
ic2:blockelectric:11, EV-Transformer
ic2:blockelectric:12, Adjustable-Transformer
ic2:blockelectric:13, IV-Transformer
ic2:chargepad:0, Static Charge Pad
ic2:chargepad:1, Crystalizor Charge Pad
ic2:chargepad:2, Lapotronic Charge Pad
ic2:chargepad:3, Fission Charge Pad
ic2:blockmachinelv:0, Machine Block
ic2:blockmachinelv:1, Iron Furnace
ic2:blockmachinelv:2, Electric Furnace
ic2:blockmachinelv:3, Macerator
ic2:blockmachinelv:4, Extractor
ic2:blockmachinelv:5, Compressor
ic2:blockmachinelv:6, Canning Machine
ic2:blockmachinelv:7, Recycler
ic2:blockmachinelv:8, Electrolyzer
ic2:blockmachinelv:9, Crop Scanner
ic2:blockmachinelv:10, Magnetizer
ic2:blockmachinelv:11, Pump
ic2:blockmachinelv:12, Miner
ic2:blockmachinelv:13, Crop-Matron
ic2:blockmachinelv:14, Sound Beacon
ic2:blockmachinelv:15, Stone Macerator
ic2:blockmachinelv2:0, Wood Gasificator
ic2:blockmachinelv2:1, Electric Wood Gasificator
ic2:blockmachinelv2:2, Rare Earth Extractor
ic2:blockmachinelv2:3, Crop Library
ic2:blockmachinelv2:4, Machine Buffer
ic2:blockmachinelv2:5, Machine Tank
ic2:blockmachinelv2:6, Industrial Worktable
ic2:blockmachinelv2:7, Saw Mill
ic2:blockmachinemv:0, Advanced Machine Block
ic2:blockmachinemv:1, Induction Furnace
ic2:blockmachinemv:2, Rotary Macerator
ic2:blockmachinemv:3, Centrifugal Extractor
ic2:blockmachinemv:4, Singularity Compressor
ic2:blockmachinemv:5, Vacuum Canner
ic2:blockmachinemv:6, Compacting Recycler
ic2:blockmachinemv:7, Charged Electrolyzer
ic2:blockmachinemv:8, Ore Probe
ic2:blockmachinemv:9, Tesla Coil
ic2:blockmachinemv:10, Reactor Planner
ic2:blockmachinemv:11, Crop Harvester
ic2:blockmachinemv:12, Overclocked Pump
ic2:blockmachinemv:13, Ranged Pump
ic2:blockmachinehv:0, Terraformer
ic2:blockmachinehv:1, Mass Fabricator
ic2:blockmachinehv:2, Teleporter
ic2:blockmachinehv:3, Uranium Enricher
ic2:blockmachinehv:4, Electric Enchanter
ic2:blockmachinehv:5, Plasmafier
ic2:blockmachinehv:6, Teleporter Hub
ic2:blockluminator, Luminator
ic2:blockluminatormultipart, Luminator (Multi Part)
ic2:blocknouse, .name
ic2:itemdooralloy, Reinforced Door
ic2:itemharz, Sticky Resin
ic2:itemscrapbox, Scrap Box
ic2:itemmisc:0, Iron Dust
ic2:itemmisc:1, Gold Dust
ic2:itemmisc:2, Copper Dust
ic2:itemmisc:3, Tin Dust
ic2:itemmisc:4, Bronze Dust
ic2:itemmisc:5, Silver Dust
ic2:itemmisc:6, Coal Dust
ic2:itemmisc:7, Hydrated Coal Dust
ic2:itemmisc:8, Clay Dust
ic2:itemmisc:9, Obsidian Dust
ic2:itemmisc:11, Netherrack Dust
ic2:itemmisc:12, Charcoal Dust
ic2:itemmisc:13, Hydrated Charcoal Dust
ic2:itemmisc:14, Rare Earth Dust
ic2:itemmisc:50, Copper Ingot
ic2:itemmisc:51, Tin Ingot
ic2:itemmisc:52, Bronze Ingot
ic2:itemmisc:53, Refined Iron Ingot
ic2:itemmisc:54, Silver Ingot
ic2:itemmisc:55, Refined Uranium Ingot
ic2:itemmisc:56, Mixed Metal Ingot
ic2:itemmisc:57, Redstone Enriched Uranium Ingot
ic2:itemmisc:58, Blaze Enriched Uranium Ingot
ic2:itemmisc:59, EnderPearl Enriched Uranium Ingot
ic2:itemmisc:60, NetherStar Enriched Uranium Ingot
ic2:itemmisc:61, Charcoal Enriched Uranium Ingot
ic2:itemmisc:100, Compressed Air Cell
ic2:itemmisc:101, H. Coal Cell
ic2:itemmisc:102, Coalfuel Cell
ic2:itemmisc:103, Bio Cell
ic2:itemmisc:104, Biofuel Cell
ic2:itemmisc:105, Electrolyzed Water Cell
ic2:itemmisc:106, Fuel Cell
ic2:itemmisc:108, Plasma Cell
ic2:itemmisc:150, Grin Powder
ic2:itemmisc:151, Fertilizer
ic2:itemmisc:152, Hops
ic2:itemmisc:153, Coffee Beans
ic2:itemmisc:154, Coffee Powder
ic2:itemmisc:155, Tea Leaf
ic2:itemmisc:156, Flour
ic2:itemmisc:157, Overgrowth Fertilizer
ic2:itemmisc:158, Hemp Seeds
ic2:itemmisc:159, Hemp
ic2:itemmisc:160, Restoring Fertilizer
ic2:itemmisc:180, Uranium Ore
ic2:itemmisc:181, Iridium Ore
ic2:itemmisc:200, Scrap
ic2:itemmisc:201, Scrap Metal
ic2:itemmisc:202, UU-Matter
ic2:itemmisc:250, Coal Ball
ic2:itemmisc:251, Compressed Coal Ball
ic2:itemmisc:252, Coal Chunk
ic2:itemmisc:253, Industrial Diamond
ic2:itemmisc:254, Raw Carbon Fibre
ic2:itemmisc:255, Raw Carbon Mesh
ic2:itemmisc:256, Carbon Plate
ic2:itemmisc:257, Advanced Alloy
ic2:itemmisc:258, Iridium Plate
ic2:itemmisc:259, Dense Copper Plate
ic2:itemmisc:260, Base Upgrade
ic2:itemmisc:261, Rare Earth Chunk
ic2:itemmisc:262, Dead Magnet
ic2:itemmisc:263, Magnet
ic2:itemmisc:264, Plasma Core
ic2:itemmisc:300, Scrap Metal Chunk
ic2:itemmisc:301, Scrap Metal Blade
ic2:itemmisc:302, Raw Obsidian Blade
ic2:itemmisc:303, Obsidian Blade
ic2:itemmisc:304, Turbine Blade
ic2:itemmisc:350, Plantball
ic2:itemmisc:351, Compressed Plants
ic2:itemmisc:352, H. Coal
ic2:itemmisc:353, Organic Mesh
ic2:itemmisc:354, Bio Ball
ic2:itemmisc:355, Raw Bio Fiber
ic2:itemmisc:356, Compressed Bio Ball
ic2:itemmisc:357, Bio Chunk
ic2:itemmisc:400, Painter
ic2:itemmisc:401, TFBP - Empty
ic2:itemmisc:402, TFBP Biome - Empty
ic2:itemmisc:450, Rubber
ic2:itemmisc:451, Electronic Circuit
ic2:itemmisc:452, Advanced Circuit
ic2:itemmisc:453, Tin Can
ic2:itemmisc:454, Stone Mug
ic2:itemmisc:455, CF Pellet
ic2:itemmisc:500, Near-depleted Uranium Cell
ic2:itemmisc:501, Near-depleted Redstone Uranium Cell
ic2:itemmisc:502, Near-depleted Blaze Uranium Cell
ic2:itemmisc:503, Near-depleted EnderPearl Uranium Cell
ic2:itemmisc:504, Near-depleted NetherStar Uranium Cell
ic2:itemmisc:505, Near-depleted Charcoal Uranium Cell
ic2:itemmisc:550, Re-Enriched Uranium Cell
ic2:itemmisc:551, Re-Enriched Redstone Uranium Cell
ic2:itemmisc:552, Re-Enriched Blaze Uranium Cell
ic2:itemmisc:553, Re-Enriched EnderPearl Uranium Cell
ic2:itemmisc:554, Re-Enriched NetherStar Uranium Cell
ic2:itemmisc:555, Re-Enriched Charcoal Uranium Cell
ic2:itemtfbpbase:0, TFBP - Mushroom
ic2:itemtfbpbase:1, TFBP - Cultivation
ic2:itemtfbpbase:2, TFBP - Irrigation
ic2:itemtfbpbase:3, TFBP - Chilling
ic2:itemtfbpbase:4, TFBP - Desertification
ic2:itemtfbpbase:5, TFBP - Flatification
ic2:itemtfbpbase:20, TFBP Biome - Cultivation
ic2:itemtfbpbase:21, TFBP Biome - Desertification
ic2:itemtfbpbase:22, TFBP Biome - Forestification
ic2:itemtfbpbase:23, TFBP Biome - Irrigation
ic2:itemtfbpbase:24, TFBP Biome - Mushroom
ic2:itemtfbpbase:25, TFBP Biome - Undergrowth
ic2:itemtfbpbase:26, TFBP Biome - Chilling
ic2:itemcable:0, Uninsulated Copper Cable
ic2:itemcable:1, Copper Cable
ic2:itemcable:2, Gold Cable
ic2:itemcable:3, Insulated Gold Cable
ic2:itemcable:4, 2xIns. Gold Cable
ic2:itemcable:5, HV Cable
ic2:itemcable:6, Insulated HV Cable
ic2:itemcable:7, 2xIns. HV Cable
ic2:itemcable:8, 4xIns. HV Cable
ic2:itemcable:9, Glass Fibre Cable
ic2:itemcable:10, Ultra-Low-Current Cable
ic2:itemcable:11, EU-Detector Cable
ic2:itemcable:12, EU-Splitter Cable
ic2:itemcable:13, Bronze Cable
ic2:itemcable:14, Insulated Bronze Cable
ic2:itemcable:15, 2xIns. Bronze Cable
ic2:itemcable:16, Plasma Cable
ic2:itemtincanfilled:0, (Filled) Tin Can
ic2:itemtincanfilled:1, (Filled) Tin Can
ic2:itemtincanfilled:2, (Filled) Tin Can
ic2:itemtincanfilled:3, (Filled) Tin Can
ic2:itemtincanfilled:4, (Filled) Tin Can
ic2:itemtincanfilled:5, (Filled) Tin Can
ic2:itemtincanfilled:6, (Filled) Tin Can
ic2:itemcellempty:0, Empty Cell
ic2:itemcellempty:1, Water Cell
ic2:itemcellempty:2, Lava Cell
ic2:itemcellempty:3, Wood Gas Cell
ic2:itemfuelcans:0, (Empty) Fuel Can
ic2:itemtoolbox:0, Tool Box
ic2:itemtoolbox:2, Nano Tool Box
ic2:itemtoolbox:4, Quantum Tool Box
ic2:itemic2boats:0, Carbon Boat
ic2:itemic2boats:1, Rubber Boat
ic2:itemic2boats:2, Rubber Boat Broken
ic2:itemic2boats:3, Electric Boat
ic2:itemcoins:0, Industrial Credit
ic2:itemcoins:1, Industrial Credit
ic2:itemcoins:2, Industrial Credit
ic2:itemcoins:3, Industrial Credit
ic2:itemcoins:4, Industrial Credit
ic2:itemcoins:5, Industrial Credit
ic2:itemtoolbronzepickaxe, Bronze Pickaxe
ic2:itemtoolbronzeaxe, Bronze Axe
ic2:itemtoolbronzespade, Bronze Shovel
ic2:itemtoolbronzesword, Bronze Sword
ic2:itemtoolbronzehoe, Bronze Hoe
ic2:itemtoolwrench, Wrench
ic2:itemtreetap, Treetap
ic2:itemtoolcutter, Insulation Cutter
ic2:itemfoamsprayer, CF Sprayer
ic2:itempainters:0, Black Painter
ic2:itempainters:0, Red Painter
ic2:itempainters:0, Green Painter
ic2:itempainters:0, Brown Painter
ic2:itempainters:0, Blue Painter
ic2:itempainters:0, Purple Painter
ic2:itempainters:0, Cyan Painter
ic2:itempainters:0, Light Grey Painter
ic2:itempainters:0, Dark Grey Painter
ic2:itempainters:0, Pink Painter
ic2:itempainters:0, Lime Painter
ic2:itempainters:0, Yellow Painter
ic2:itempainters:0, Light Blue Painter
ic2:itempainters:0, Magenta Painter
ic2:itempainters:0, Orange Painter
ic2:itempainters:0, White Painter
ic2:itemdynamites:0, Dynamite
ic2:itemdynamites:1, Sticky Dynamite
ic2:itemremote, Dynamite-O-Mote
ic2:itemfreq, Frequency Transmitter
ic2:itemtoolmeter, EU-Reader
ic2:itemdebug, Debug Item
ic2:itemmachinetool, Machine Tool
ic2:itemthermometer, Thermometer
ic2:itemmemorystick, Memory Stick
ic2:itemcrop, Crop Sticks
ic2:itembarrel:0, Empty Booze Barrel
ic2:itemweedex, Weed-EX
ic2:itemterrawart, Terra Wart
ic2:itemcellhydrant, Hydration Cell
ic2:itemcropseed:0, Wheat Crop Seed
ic2:itemcropseed:0, Pumpkin Crop Seed
ic2:itemcropseed:0, Melon Crop Seed
ic2:itemcropseed:0, Dandelion Crop Seed
ic2:itemcropseed:0, Poppy Crop Seed
ic2:itemcropseed:0, Blackthorn Crop Seed
ic2:itemcropseed:0, Tulip Crop Seed
ic2:itemcropseed:0, Cyazint Crop Seed
ic2:itemcropseed:0, Daisy Crop Seed
ic2:itemcropseed:0, Venomilia Crop Seed
ic2:itemcropseed:0, Rainbow Flower Crop Seed
ic2:itemcropseed:0, Reed Crop Seed
ic2:itemcropseed:0, Stickreed Crop Seed
ic2:itemcropseed:0, Cocoa Crop Seed
ic2:itemcropseed:0, Ferru Crop Seed
ic2:itemcropseed:0, Malachite Crop Seed
ic2:itemcropseed:0, Stannum Crop Seed
ic2:itemcropseed:0, Aurelia Crop Seed
ic2:itemcropseed:0, Argentum Crop Seed
ic2:itemcropseed:0, Lumilia Crop Seed
ic2:itemcropseed:0, Redwheat Crop Seed
ic2:itemcropseed:0, Watery Wheat Crop Seed
ic2:itemcropseed:0, Nether Wart Crop Seed
ic2:itemcropseed:0, Terra Wart Crop Seed
ic2:itemcropseed:0, GlowShroom Crop Seed
ic2:itemcropseed:0, Coffee Crop Seed
ic2:itemcropseed:0, Hops Crop Seed
ic2:itemcropseed:0, Carrots Crop Seed
ic2:itemcropseed:0, Potato Crop Seed
ic2:itemcropseed:0, Red Mushroom Crop Seed
ic2:itemcropseed:0, Brown Mushroom Crop Seed
ic2:itemcropseed:0, Cacti Crop Seed
ic2:itemcropseed:0, Tea Crop Seed
ic2:itemcropseed:0, Hemp Crop Seed
ic2:itemcropseed:0, Beet Roots Crop Seed
ic2:itemcropseed:0, Oak Sapling Crop Seed
ic2:itemcropseed:0, Spruce Sapling Crop Seed
ic2:itemcropseed:0, Birch Sapling Crop Seed
ic2:itemcropseed:0, Jungle Sapling Crop Seed
ic2:itemcropseed:0, Acacia Sapling Crop Seed
ic2:itemcropseed:0, Dark Oak Sapling Crop Seed
ic2:itemcropanalyzer, Cropnalyzer
ic2:coffee:0, Dark Coffee
ic2:coffee:1, Dark Coffee
ic2:coffee:2, Coffee
ic2:itemteas:0, Cold Tea
ic2:itemteas:1, Black Tea
ic2:itemteas:2, Tea
ic2:itemteas:3, Iced Tea
ic2:itemupgradecontainer, Upgrade Container
ic2:ic2upgrades:0, Overclocker Upgrade
ic2:ic2upgrades:1, Transformer Upgrade
ic2:ic2upgrades:2, Energy Storage Upgrade
ic2:ic2upgrades:3, Redstone Sensitivity Upgrade
ic2:ic2upgrades:4, Redstone Inverter Upgrade
ic2:ic2upgrades:5, Basic Import Upgrade
ic2:ic2upgrades:6, Import Upgrade
ic2:ic2upgrades:7, Basic Export Upgrade
ic2:ic2upgrades:8, Export Upgrade
ic2:ic2upgrades:9, Muffler Upgrade
ic2:ic2upgrades:10, Mute Upgrade
ic2:ic2upgrades:11, Exp Collector Upgrade
ic2:ic2upgrades:12, Efficiency Upgrade
ic2:ic2upgrades:13, Energy Storage Multiplier Upgrade
ic2:ic2upgrades:14, Loudness Upgrade
ic2:ic2upgrades:15, RoundRobin Export Upgrade
ic2:ic2upgrades:16, Slowness Upgrade
ic2:ic2upgrades:17, Filtered Basic Import Upgrade
ic2:ic2upgrades:18, Filtered Import Upgrade
ic2:ic2upgrades:19, Filtered Basic Export Upgrade
ic2:ic2upgrades:20, Filtered Export Upgrade
ic2:ic2upgrades:21, Basic Fluid Import Upgrade
ic2:ic2upgrades:22, Fluid Import Upgrade
ic2:ic2upgrades:23, Basic Fluid Export Upgrade
ic2:ic2upgrades:24, Fluid Export Upgrade
ic2:ic2upgrades:25, Filtered Basic Fluid Import Upgrade
ic2:ic2upgrades:26, Filtered Fluid Import Upgrade
ic2:ic2upgrades:27, Filtered Basic Fluid Export Upgrade
ic2:ic2upgrades:28, Filtered Fluid Export Upgrade
ic2:ic2upgrades:29, Reactor Track Upgrade
ic2:ic2upgrades:30, CobbleGen Upgrade
ic2:ic2upgrades:31, Crafting Upgrade
ic2:ic2upgrades:32, Quantum Overclocker Upgrade
ic2:ic2upgrades:33, Efficient Sawblade Upgrade
ic2:ic2upgrades:34, Durable Sawblade Upgrade
ic2:ic2upgrades:3000, Creative Upgrade
ic2:itemchargepadupgrade:0, Crystalizor Upgrade Kit
ic2:itemchargepadupgrade:1, MFS Unit Upgrade Kit
ic2:itemchargepadupgrade:2, Lapotronic Upgrade Kit
ic2:itemchargepadupgrade:3, Fission Upgrade Kit
ic2:itemchargepadupgrade:4, Damage Conversion Module
ic2:itemchargepadupgrade:5, Drain Conversion Module
ic2:itemchargepadupgrade:6, Proximity Booster Module
ic2:itemchargepadupgrade:7, Wide-Band Booster Module
ic2:itemchargepadupgrade:8, Armour Priority Module
ic2:itemchargepadupgrade:9, Basic Field Expansion Module
ic2:itemchargepadupgrade:10, Field Expansion Module
ic2:itemchargepadupgrade:11, Advanced Field Expansion Module
ic2:inventoryupgrades:0, Automation Upgrade
ic2:inventoryupgrades:1, Machine Access Upgrade
ic2:inventoryupgrades:2, Rotation Disabler Upgrade
ic2:inventoryupgrades:3, SlotType Upgrade
ic2:inventoryupgrades:4, Slot Access Upgrade
ic2:inventoryupgrades:5, Slot Side Upgrade
ic2:inventoryupgrades:6, Redstone Deconductor Upgrade
ic2:inventoryupgrades:7, Slot Diversity Upgrade
ic2:inventoryupgrades:8, Stack Diversity Upgrade
ic2:inventoryupgrades:9, Item Limiter Upgrade
ic2:inventoryupgrades:10, Stack Limiter Upgrade
ic2:itembatsu, Single-Use Battery
ic2:itembatre:0, RE-Battery
ic2:itembatre:0, RE-Battery
ic2:itembatcrystal, Energy Crystal
ic2:itembatlamacrystal, Lapotron Crystal
ic2:itempesd, PESD
ic2:quantumaccumulator, Quantum Accumulator
ic2:bigquantumaccumulator, Big Quantum Accumulator
ic2:itemdrills:0, Mining Drill
ic2:itemdrills:0, Mining Drill
ic2:itemdrills:1, Diamond Drill
ic2:itemdrills:1, Diamond Drill
ic2:itemtoolchainsaw, Chainsaw
ic2:itemtoolhoe, Electric Hoe
ic2:itemtreetapelectric, Electric Treetap
ic2:electricsprayer, Electric Sprayer
ic2:itemtoolwrenchelectric, Electric Wrench
ic2:precisionwrench, Precision Wrench
ic2:itemobscurator, Obscurator
ic2:itemmetascanners:0, OD Scanner
ic2:itemmetascanners:0, OD Scanner
ic2:itemmetascanners:1, OV Scanner
ic2:itemmetascanners:1, OV Scanner
ic2:itemmetascanners:2, Ranged OD Scanner
ic2:itemmetascanners:2, Ranged OD Scanner
ic2:itemmetascanners:3, Ranged OV Scanner
ic2:itemmetascanners:3, Ranged OV Scanner
ic2:itemmetascanners:4, Big Ranged OD Scanner
ic2:itemmetascanners:4, Big Ranged OD Scanner
ic2:itemmetascanners:5, Big Ranged OV Scanner
ic2:itemmetascanners:5, Big Ranged OV Scanner
ic2:itemmetascanners:6, Low OVD Scanner
ic2:itemmetascanners:6, Low OVD Scanner
ic2:itemmetascanners:7, Medium OVD Scanner
ic2:itemmetascanners:7, Medium OVD Scanner
ic2:itemmetascanners:8, High OVD Scanner
ic2:itemmetascanners:8, High OVD Scanner
ic2:itemmetascanners:9, Adjustable OVD Scanner
ic2:itemmetascanners:9, Adjustable OVD Scanner
ic2:itemmetascanners:10, Quarry Scanner
ic2:itemmetascanners:10, Quarry Scanner
ic2:itemmetascanners:11, Fluid Scanner
ic2:itemmetascanners:11, Fluid Scanner
ic2:itemmetascanners:12, Filtered Fluid Scanner
ic2:itemmetascanners:12, Filtered Fluid Scanner
ic2:itemmetascanners:13, Filtered Scanner
ic2:itemmetascanners:13, Filtered Scanner
ic2:itemnanosabers:0, Nano Saber
ic2:itemnanosabers:0, Nano Saber
ic2:itemtoolmininglaser, Mining Laser
ic2:itemmowingtool, Mowing Tool
ic2:itemportableteleporter, Portable Teleporter
ic2:itemarmorbronzehelmet, Bronze Helmet
ic2:itemarmorbronzechestplate, Bronze Chestplate
ic2:itemarmorbronzelegs, Bronze Leggings
ic2:itemarmorbronzeboots, Bronze Boots
ic2:itemarmoralloyboots, Composite Boots
ic2:itemarmoralloyleggings, Composite Pants
ic2:itemarmoralloychestplate, Composite Vest
ic2:itemarmoralloyhelmet, Composite Helmet
ic2:itemarmorrubboots, Rubber Boots
ic2:itemarmorhazmatleggings, Hazmat Suit Leggings
ic2:itemarmorhazmatchestplate, Hazmat Suit
ic2:itemarmorhazmathelmet, Scuba Helmet
ic2:bronzeshield, Bronze Shield
ic2:platedshield, Plated Shield
ic2:nanoshield, Nano Shield
ic2:itemarmorcfpack, CF Backpack
ic2:itemarmorjetpack, Jetpack
ic2:itemstaticboots, Static Boots
ic2:itemnightvisiongoggles, Nightvision Goggles
ic2:itemsolarhelmets:0, Solar Helmet
ic2:itemsolarhelmets:1, Advanced Solar Helmet
ic2:itemarmorbatpack, BatPack
ic2:itemarmorlappack, Lappack
ic2:itemarmorquantumpack, Quantum Pack
ic2:itemarmorindustrialbelt, Industrial Belt
ic2:itemarmorjetpackelectric, Electric Jetpack
ic2:itemarmorjetpacknuclear, Nuclear Jetpack
ic2:itemarmorcombinedjetpack, Compacted Jetpack
ic2:itemarmornuclearcombindedjetpack, Compacted Nuclear Jetpack
ic2:itemarmornanoboots, NanoSuit Boots
ic2:itemarmornanolegs, NanoSuit Leggings
ic2:itemarmornanochestplate, NanoSuit Bodyarmor
ic2:itemarmornanohelmet, NanoSuit Helmet
ic2:itemarmorquantumboots, QuantumSuit Boots
ic2:itemarmorquantumlegs, QuantumSuit Leggings
ic2:itemarmorquantumchestplate, QuantumSuit Bodyarmor
ic2:itemarmorquantumhelmet, QuantumSuit Helmet
ic2:itemquantumarmorjetpack, QuantumSuit BodyJetplate
ic2:itemquantumarmornuclearjetplate, Nuclear QuantumSuit BodyJetplate
ic2:itemreactorrods:0, Uranium Cell
ic2:itemreactorrods:3, Redstone Enriched Uranium Cell
ic2:itemreactorrods:6, Blaze Enriched Uranium Cell
ic2:itemreactorrods:9, EnderPearl Enriched Uranium Cell
ic2:itemreactorrods:12, NetherStar Enriched Uranium Cell
ic2:itemreactorrods:15, Charcoal Enriched Uranium Cell
ic2:itemreactorrods:1, Dual Uranium Cell
ic2:itemreactorrods:4, Redstone Enriched Dual Uranium Cell
ic2:itemreactorrods:7, Blaze Enriched Dual Uranium Cell
ic2:itemreactorrods:10, EnderPearl Enriched Dual Uranium Cell
ic2:itemreactorrods:13, NetherStar Enriched Dual Uranium Cell
ic2:itemreactorrods:16, Charcoal Enriched Dual Uranium Cell
ic2:itemreactorrods:2, Quad Uranium Cell
ic2:itemreactorrods:5, Redstone Enriched Quad Uranium Cell
ic2:itemreactorrods:8, Blaze Enriched Quad Uranium Cell
ic2:itemreactorrods:11, EnderPearl Enriched Quad Uranium Cell
ic2:itemreactorrods:14, NetherStar Enriched Quad Uranium Cell
ic2:itemreactorrods:17, Charcoal Enriched Quad Uranium Cell
ic2:itemdepletedrods:0, Depleted Isotope Cell
ic2:itemdepletedrods:1, Depleted Redstone Isotope Cell
ic2:itemdepletedrods:2, Depleted Blaze Isotope Cell
ic2:itemdepletedrods:3, Depleted EnderPearl Isotope Cell
ic2:itemdepletedrods:4, Depleted NetherStar Isotope Cell
ic2:itemdepletedrods:5, Depleted Charcoal Isotope Cell
ic2:itemreactorplating:0, Reactor Plating
ic2:itemreactorplating:1, Heat-Capacity Reactor Plating
ic2:itemreactorplating:2, Containment Reactor Plating
ic2:itemheatstorage:0, 10k Coolant Cell
ic2:itemheatstorage:1, 30k Coolant Cell
ic2:itemheatstorage:2, 60k Coolant Cell
ic2:itemheatvent:0, Heat Vent
ic2:itemheatvent:1, Reactor Heat Vent
ic2:itemheatvent:2, Overclocked Heat Vent
ic2:itemheatvent:3, Advanced Heat Vent
ic2:itemheatvent:10, Steam Vent
ic2:itemheatvent:11, Reactor Steam Vent
ic2:itemheatvent:12, Overclocked Steam Vent
ic2:itemheatvent:13, Advanced Steam Vent
ic2:itemheatvent:20, Electric Heat Vent
ic2:itemheatvent:21, Electric Reactor Heat Vent
ic2:itemheatvent:22, Electric Overclocked Heat Vent
ic2:itemheatvent:23, Electric Advanced Heat Vent
ic2:itemheatswtiches:0, Heat Exchanger
ic2:itemheatswtiches:1, Reactor Heat Exchanger
ic2:itemheatswtiches:2, Component Heat Exchanger
ic2:itemheatswtiches:3, Advanced Heat Exchanger
ic2:itemcondensators:0, RSH-Condensator
ic2:itemcondensators:1, LZH-Condensator
ic2:reactorheatpack, Heating Cell
ic2:itemreflectors:0, Neutron Reflector
ic2:itemreflectors:1, Thick Neutron Reflector
ic2:itemreflectors:2, Iridium Neutron Reflector
ic2:reactorventspread, Component Heat Vent
ic2:iteminactivefuelcell, Inactive Fuel Cell
ic2:itemnouse:0, No Use
ic2:tile.water, Água
ic2:tile.lava, Lava
forge:bucketfilled, %s Bucket
appliedenergistics2:quartz_ore, Minério de Quartzo Certus
appliedenergistics2:charged_quartz_ore, Minério de Quartzo Certus Carregado
appliedenergistics2:matrix_frame, Armação de Matriz
appliedenergistics2:quartz_block, Bloco de Quartzo Certus
appliedenergistics2:quartz_pillar, Pilar de Quartzo Certus
appliedenergistics2:chiseled_quartz_block, Bloco de Quartzo Certus Talhado
